trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
6.551170000000000604e-02	3.249160000000000242e-02	-1.126380000000000020e-01	9.086050000000000463e-04	3.792660000000000215e-03	-1.036980000000000063e-03
6.199090000000000156e-02	3.150639999999999691e-02	-9.535340000000000482e-02	1.090739999999999982e-03	3.716810000000000079e-03	-1.011619999999999967e-03
6.549710000000000254e-02	1.008460000000000051e-01	-9.533669999999999645e-02	-5.372739999999999656e-06	3.716810000000000079e-03	-9.504189999999999817e-04
6.549760000000000304e-02	2.176619999999999944e-02	-1.275630000000000097e-01	1.169469999999999928e-03	3.716810000000000079e-03	-1.056410000000000031e-03
7.316129999999999856e-02	4.036619999999999792e-02	-1.173590000000000050e-01	1.059910000000000062e-03	4.245230000000000010e-03	-1.152959999999999966e-03
6.554129999999999678e-02	1.047570000000000029e-01	-8.970789999999999320e-02	-3.380829999999999816e-04	3.729740000000000052e-03	-8.333649999999999738e-04
6.556900000000000228e-02	4.846890000000000226e-02	-1.139970000000000011e-01	6.911019999999999707e-04	4.024319999999999634e-03	-8.333639999999999581e-04
8.281769999999999410e-02	3.603300000000000253e-02	-1.139460000000000056e-01	1.005569999999999901e-03	4.490740000000000010e-03	-9.964380000000000979e-04
7.000409999999999966e-02	1.106749999999999956e-01	-1.054230000000000028e-01	-5.814870000000000114e-05	3.982529999999999751e-03	-8.333649999999999738e-04
8.642690000000000095e-02	1.028480000000000019e-02	-1.336479999999999890e-01	9.688049999999999917e-04	4.242140000000000147e-03	-9.931230000000000526e-04
8.191160000000000108e-02	6.999360000000000304e-02	-1.212730000000000058e-01	4.951480000000000508e-04	4.075269999999999761e-03	-8.333639999999999581e-04
8.186229999999999896e-02	8.837029999999999885e-02	-1.307669999999999944e-01	-3.529310000000000129e-04	3.711859999999999986e-03	-8.333639999999999581e-04
8.198020000000000307e-02	1.910150000000000042e-02	-1.680869999999999864e-01	8.842919999999999557e-04	4.490740000000000010e-03	-8.333639999999999581e-04
8.616469999999999685e-02	7.810739999999999350e-02	-1.355200000000000016e-01	5.052840000000000499e-04	4.361130000000000388e-03	-8.333639999999999581e-04
8.192000000000000670e-02	9.298209999999999809e-02	-1.154950000000000004e-01	4.518250000000000320e-06	4.059089999999999573e-03	-8.333649999999999738e-04
8.191320000000000545e-02	3.130209999999999937e-02	-1.385399999999999965e-01	1.112890000000000060e-03	4.142709999999999969e-03	-8.333639999999999581e-04
8.191039999999999432e-02	9.013279999999999903e-02	-1.272139999999999938e-01	7.621659999999999937e-04	4.040369999999999726e-03	-7.725139999999999698e-04
9.003830000000000167e-02	9.499979999999999536e-02	-1.155810000000000032e-01	-5.282340000000000386e-04	4.121920000000000271e-03	-7.497569999999999842e-04
1.020049999999999985e-01	4.070950000000000263e-02	-1.336450000000000138e-01	6.170799999999999940e-04	4.490740000000000010e-03	-4.464049999999999789e-04
9.647740000000000482e-02	7.035679999999999712e-02	-9.766740000000000144e-02	3.998520000000000199e-04	4.490740000000000010e-03	-5.938309999999999596e-04
8.372659999999999825e-02	1.264270000000000116e-01	-8.436330000000000218e-02	-4.375660000000000183e-04	3.911490000000000106e-03	-2.917780000000000243e-04
9.540690000000000281e-02	4.232410000000000339e-02	-1.193400000000000016e-01	6.605909999999999777e-04	4.325080000000000244e-03	-4.318069999999999808e-04
9.543630000000000169e-02	7.170500000000000485e-02	-1.104180000000000023e-01	4.957440000000000024e-04	4.490740000000000010e-03	-5.058210000000000484e-04
7.921680000000000388e-02	1.291069999999999995e-01	-8.180070000000000396e-02	-3.183559999999999992e-04	4.022229999999999903e-03	-2.922159999999999818e-04
9.548159999999999981e-02	4.432450000000000279e-02	-1.086550000000000016e-01	8.635459999999999751e-04	4.490740000000000010e-03	-4.729059999999999883e-04
8.608459999999999723e-02	7.967929999999999457e-02	-1.098630000000000023e-01	-7.339419999999999603e-05	4.343600000000000412e-03	-4.685350000000000127e-04
9.051530000000000686e-02	9.531499999999999695e-02	-1.122449999999999976e-01	-3.332499999999999688e-05	4.296180000000000138e-03	-5.187739999999999496e-04
8.419379999999999920e-02	5.893140000000000184e-02	-1.122609999999999997e-01	8.201480000000000358e-04	4.490740000000000010e-03	-5.699999999999999772e-04
7.558349999999999791e-02	1.228309999999999957e-01	-9.410419999999999896e-02	-3.042930000000000222e-04	4.034560000000000403e-03	-5.018159999999999808e-04
7.559659999999999991e-02	5.135259999999999825e-02	-1.213489999999999985e-01	9.397640000000000507e-04	4.116769999999999631e-03	-3.847999999999999750e-04
8.090469999999999606e-02	7.453189999999999815e-02	-1.083380000000000037e-01	9.030530000000000154e-04	4.098499999999999713e-03	-4.684690000000000035e-04
6.525730000000000419e-02	1.413280000000000092e-01	-7.121130000000000515e-02	-2.771739999999999859e-04	3.654450000000000059e-03	-5.588620000000000306e-04
7.561790000000000178e-02	5.686540000000000344e-02	-1.147380000000000067e-01	8.769300000000000489e-04	4.166940000000000054e-03	-2.205789999999999899e-04
9.070630000000000359e-02	8.003029999999999866e-02	-1.141210000000000002e-01	1.171579999999999974e-03	4.388409999999999707e-03	-4.623019999999999929e-04
7.929260000000000475e-02	1.285129999999999884e-01	-9.183769999999999434e-02	2.950790000000000119e-04	3.865630000000000108e-03	-4.027449999999999802e-04
8.704389999999999350e-02	5.854960000000000025e-02	-1.253489999999999882e-01	8.250160000000000306e-04	4.490740000000000010e-03	-6.404439999999999959e-04
8.474629999999999663e-02	8.530659999999999632e-02	-1.242940000000000017e-01	7.631600000000000319e-04	4.197339999999999925e-03	-6.268860000000000014e-04
6.211429999999999729e-02	1.566249999999999865e-01	-8.657620000000000593e-02	-2.552559999999999833e-04	3.505980000000000121e-03	-5.250959999999999612e-04
6.523249999999999882e-02	6.162240000000000079e-02	-1.126429999999999931e-01	1.071539999999999949e-03	3.881369999999999872e-03	-6.871299999999999891e-04
8.045789999999999886e-02	7.902939999999999965e-02	-1.072520000000000001e-01	7.932559999999999958e-04	4.208299999999999888e-03	-6.871299999999999891e-04
7.482659999999999312e-02	1.509169999999999956e-01	-6.588750000000000162e-02	-3.869659999999999810e-04	3.975900000000000094e-03	-6.871299999999999891e-04
8.748630000000000295e-02	6.364179999999999837e-02	-1.115460000000000063e-01	6.380259999999999794e-04	3.975900000000000094e-03	-6.871299999999999891e-04
8.397759999999999947e-02	7.665130000000000554e-02	-1.033400000000000013e-01	6.380259999999999794e-04	4.255590000000000067e-03	-6.871299999999999891e-04
6.131799999999999751e-02	1.390899999999999914e-01	-7.944690000000000085e-02	-4.009729999999999978e-04	3.763260000000000043e-03	-6.871299999999999891e-04
7.206769999999999843e-02	7.115420000000000078e-02	-1.275570000000000037e-01	5.811570000000000060e-04	3.975900000000000094e-03	-8.127100000000000166e-04
6.906299999999999939e-02	7.459839999999999527e-02	-1.275999999999999912e-01	4.489609999999999998e-04	4.206020000000000418e-03	-6.871299999999999891e-04
5.789029999999999870e-02	1.299539999999999862e-01	-9.564580000000000304e-02	-5.621250000000000161e-04	3.555480000000000185e-03	-6.871299999999999891e-04
6.131790000000000157e-02	5.615910000000000346e-02	-1.334319999999999951e-01	3.466340000000000155e-04	3.975900000000000094e-03	-1.105150000000000056e-03
8.060900000000000010e-02	8.604040000000000299e-02	-1.334120000000000028e-01	3.398639999999999973e-04	4.254960000000000339e-03	-1.135380000000000070e-03
6.260759999999999936e-02	1.303630000000000067e-01	-9.034459999999999713e-02	-5.458820000000000295e-04	3.975900000000000094e-03	-1.135380000000000070e-03
7.612819999999999310e-02	6.934460000000000623e-02	-1.203049999999999953e-01	8.860619999999999608e-04	3.975900000000000094e-03	-9.309249999999999817e-04
7.095020000000000493e-02	9.160999999999999699e-02	-1.121209999999999984e-01	4.987670000000000037e-04	3.975900000000000094e-03	-1.135380000000000070e-03
6.173909999999999815e-02	1.425039999999999918e-01	-9.515360000000000484e-02	-6.862940000000000533e-04	3.831830000000000045e-03	-9.546710000000000352e-04
6.179300000000000070e-02	6.051279999999999853e-02	-1.348759999999999959e-01	3.653819999999999789e-04	4.227179999999999653e-03	-9.741479999999999844e-04
6.176689999999999958e-02	6.935810000000000586e-02	-1.301029999999999964e-01	4.040709999999999875e-04	4.140819999999999917e-03	-1.135380000000000070e-03
4.903989999999999738e-02	1.365510000000000057e-01	-1.072609999999999952e-01	-7.417020000000000080e-04	3.762210000000000207e-03	-8.477689999999999532e-04
4.092729999999999979e-02	7.670839999999999603e-02	-1.241669999999999996e-01	6.376240000000000466e-04	3.975900000000000094e-03	-1.083870000000000016e-03
1.904549999999999993e-02	7.769539999999999780e-02	-1.252379999999999882e-01	2.652129999999999830e-04	3.789830000000000108e-03	-1.470629999999999897e-03
1.902550000000000074e-02	1.444300000000000028e-01	-8.382710000000000161e-02	-7.273720000000000012e-04	3.345129999999999978e-03	-1.158380000000000087e-03
2.845460000000000003e-02	7.683389999999999664e-02	-1.215819999999999956e-01	4.708080000000000229e-04	3.667720000000000181e-03	-1.029699999999999930e-03
2.859000000000000083e-02	8.996429999999999705e-02	-1.215959999999999958e-01	6.824119999999999709e-04	3.857059999999999829e-03	-1.287509999999999957e-03
1.902840000000000087e-02	1.405969999999999998e-01	-1.051900000000000057e-01	-7.910649999999999757e-04	3.367339999999999917e-03	-1.083870000000000016e-03
3.838119999999999726e-02	7.023050000000000126e-02	-1.210279999999999967e-01	4.322589999999999961e-04	3.975900000000000094e-03	-1.229339999999999990e-03
3.837510000000000226e-02	9.095849999999999769e-02	-1.261589999999999934e-01	5.168059999999999711e-04	3.863409999999999848e-03	-1.083870000000000016e-03
1.965470000000000064e-02	1.430829999999999880e-01	-9.525659999999999683e-02	-7.595090000000000088e-04	3.568509999999999998e-03	-1.083870000000000016e-03
2.556670000000000123e-02	6.372659999999999436e-02	-1.324680000000000024e-01	4.844259999999999864e-04	3.784959999999999974e-03	-1.293380000000000007e-03
3.561589999999999895e-02	9.761319999999999719e-02	-1.191119999999999957e-01	1.987950000000000101e-04	4.203880000000000117e-03	-1.083870000000000016e-03
2.670600000000000057e-02	1.512590000000000046e-01	-1.022639999999999938e-01	-7.571369999999999576e-04	3.576769999999999949e-03	-1.083870000000000016e-03
2.693080000000000127e-02	6.756289999999999518e-02	-1.333080000000000098e-01	4.801480000000000114e-04	3.979240000000000207e-03	-1.344989999999999901e-03
2.717030000000000139e-02	1.117739999999999984e-01	-1.049979999999999941e-01	1.053499999999999993e-04	3.979240000000000207e-03	-1.083870000000000016e-03
2.727210000000000051e-02	1.375760000000000038e-01	-9.434399999999999731e-02	-9.365299999999999797e-04	3.569300000000000077e-03	-1.025759999999999910e-03
3.682620000000000338e-02	6.793570000000000164e-02	-1.144109999999999988e-01	8.816899999999999694e-04	3.979240000000000207e-03	-1.083870000000000016e-03
3.681410000000000238e-02	9.454940000000000566e-02	-1.281529999999999891e-01	6.831199999999999512e-04	3.979240000000000207e-03	-1.208440000000000078e-03
3.676909999999999901e-02	1.581029999999999935e-01	-1.009840000000000043e-01	-4.672510000000000161e-04	3.477800000000000075e-03	-1.083870000000000016e-03
4.357749999999999818e-02	7.192279999999999507e-02	-1.355840000000000101e-01	8.930690000000000243e-04	4.133180000000000187e-03	-1.083870000000000016e-03
3.680780000000000163e-02	1.208579999999999932e-01	-1.064770000000000022e-01	3.571770000000000262e-04	3.821279999999999816e-03	-1.083870000000000016e-03
2.994820000000000121e-02	1.406380000000000130e-01	-9.490619999999999612e-02	-4.044280000000000249e-04	3.535649999999999991e-03	-1.164670000000000028e-03
3.683480000000000087e-02	4.730109999999999870e-02	-1.344400000000000039e-01	8.589490000000000189e-04	4.097690000000000186e-03	-1.366470000000000054e-03
3.686509999999999787e-02	1.096179999999999932e-01	-1.115649999999999975e-01	4.738389999999999876e-04	4.278869999999999722e-03	-1.083870000000000016e-03
2.828069999999999889e-02	1.376819999999999988e-01	-8.756089999999999707e-02	-5.286699999999999646e-04	3.626480000000000068e-03	-1.083870000000000016e-03
2.660830000000000140e-02	5.745449999999999863e-02	-1.317379999999999940e-01	5.770869999999999993e-04	3.979240000000000207e-03	-1.447160000000000070e-03
2.550960000000000033e-02	7.886100000000000054e-02	-1.450609999999999955e-01	2.819459999999999870e-04	3.808950000000000183e-03	-1.298829999999999950e-03
2.092880000000000087e-02	1.318040000000000045e-01	-1.212840000000000029e-01	-5.769240000000000349e-04	3.506350000000000092e-03	-1.083870000000000016e-03
3.035469999999999835e-02	5.150690000000000129e-02	-1.579149999999999998e-01	4.857630000000000042e-04	3.979240000000000207e-03	-1.353229999999999971e-03
2.575440000000000021e-02	9.103840000000000543e-02	-1.348250000000000004e-01	4.879279999999999945e-04	3.979240000000000207e-03	-1.083870000000000016e-03
2.045059999999999933e-02	1.365329999999999877e-01	-1.227110000000000006e-01	-3.745150000000000150e-04	3.453130000000000002e-03	-8.467989999999999675e-04
1.694429999999999895e-02	6.438230000000000341e-02	-1.601080000000000003e-01	4.926019999999999704e-04	4.038830000000000198e-03	-1.512179999999999904e-03
1.688469999999999901e-02	1.107110000000000039e-01	-1.422509999999999886e-01	-6.018629999999999667e-05	3.803879999999999935e-03	-1.542250000000000001e-03
1.893099999999999991e-02	1.335600000000000120e-01	-1.392730000000000079e-01	-3.397079999999999805e-04	3.758140000000000092e-03	-1.168289999999999997e-03
1.692700000000000107e-02	5.750330000000000025e-02	-1.554959999999999953e-01	5.928500000000000176e-04	3.979240000000000207e-03	-1.653149999999999932e-03
2.568619999999999931e-02	1.239750000000000019e-01	-1.359920000000000018e-01	-1.746769999999999879e-05	3.854460000000000091e-03	-1.319220000000000071e-03
3.314009999999999873e-02	1.131149999999999933e-01	-1.481540000000000079e-01	-1.030950000000000014e-04	3.979240000000000207e-03	-8.311220000000000023e-04
4.183859999999999663e-02	7.732070000000000609e-02	-1.555269999999999986e-01	5.853380000000000258e-04	4.119819999999999732e-03	-1.273269999999999957e-03
3.304229999999999667e-02	1.418270000000000086e-01	-1.157320000000000015e-01	-3.370720000000000010e-04	3.332949999999999888e-03	-1.034420000000000088e-03
1.701980000000000159e-02	9.769750000000000656e-02	-1.324859999999999927e-01	7.237870000000000414e-04	3.710639999999999859e-03	-1.210740000000000080e-03
2.433439999999999909e-02	1.202560000000000018e-01	-1.281440000000000079e-01	2.584229999999999752e-04	3.578720000000000078e-03	-1.273269999999999957e-03
3.074100000000000096e-02	1.377359999999999973e-01	-1.101680000000000020e-01	-3.722770000000000137e-04	3.300500000000000048e-03	-8.165069999999999533e-04
4.647149999999999892e-02	4.754499999999999699e-02	-1.388649999999999884e-01	8.506810000000000500e-04	3.481769999999999917e-03	-1.127509999999999971e-03
4.779409999999999908e-02	1.315489999999999993e-01	-1.388429999999999942e-01	1.862040000000000082e-04	3.359050000000000143e-03	-8.285459999999999917e-04
4.917959999999999693e-02	1.007160000000000000e-01	-1.548569999999999947e-01	3.604929999999999788e-04	3.497339999999999824e-03	-7.374550000000000332e-04
5.468150000000000094e-02	7.788420000000000065e-02	-1.444749999999999923e-01	7.025500000000000278e-04	3.697980000000000017e-03	-9.913660000000000354e-04
5.431380000000000235e-02	1.345600000000000129e-01	-1.362569999999999892e-01	-4.275799999999999957e-04	3.432329999999999930e-03	-8.285459999999999917e-04
4.609080000000000121e-02	7.417899999999999494e-02	-1.642220000000000069e-01	4.744409999999999795e-04	3.782269999999999903e-03	-9.843359999999999350e-04
4.603290000000000159e-02	9.220309999999999617e-02	-1.557540000000000036e-01	6.405259999999999860e-04	3.562399999999999855e-03	-1.301869999999999894e-03
4.606760000000000022e-02	1.265709999999999891e-01	-1.556980000000000031e-01	-5.124110000000000513e-04	3.571760000000000213e-03	-8.738759999999999931e-04
5.273089999999999722e-02	7.462439999999999352e-02	-1.737789999999999890e-01	6.197909999999999617e-04	3.787280000000000073e-03	-9.332259999999999991e-04
4.613280000000000158e-02	8.787200000000000566e-02	-1.598769999999999913e-01	6.485560000000000023e-04	3.841199999999999910e-03	-9.936610000000000668e-04
6.446720000000000228e-02	1.246950000000000003e-01	-1.489929999999999866e-01	-5.754479999999999833e-05	3.376409999999999828e-03	-7.102680000000000105e-04
6.917969999999999675e-02	8.212220000000000630e-02	-1.652770000000000072e-01	6.514409999999999992e-04	3.666860000000000085e-03	-7.102680000000000105e-04
5.277939999999999715e-02	1.169400000000000023e-01	-1.581859999999999933e-01	3.027230000000000220e-04	3.521990000000000016e-03	-9.227039999999999938e-04
3.690159999999999968e-02	1.021839999999999971e-01	-1.738989999999999980e-01	1.741819999999999935e-04	3.381900000000000184e-03	-9.846329999999999492e-04
3.689309999999999812e-02	7.008780000000000565e-02	-1.821119999999999961e-01	1.116629999999999966e-03	3.378700000000000106e-03	-1.222769999999999977e-03
3.687549999999999856e-02	1.322010000000000129e-01	-1.652079999999999937e-01	-2.695519999999999969e-04	3.225070000000000020e-03	-1.222769999999999977e-03
3.690609999999999724e-02	7.548539999999999417e-02	-2.053750000000000020e-01	5.810119999999999998e-04	3.453879999999999884e-03	-1.222769999999999977e-03
3.930089999999999972e-02	7.537249999999999506e-02	-1.850970000000000115e-01	1.014319999999999979e-03	3.424570000000000045e-03	-1.222769999999999977e-03
3.688269999999999743e-02	1.248400000000000065e-01	-1.908759999999999901e-01	-3.622769999999999875e-04	3.052099999999999865e-03	-8.175720000000000253e-04
3.912009999999999793e-02	4.774010000000000059e-02	-2.053339999999999888e-01	8.326549999999999620e-04	3.372019999999999879e-03	-9.694550000000000346e-04
3.684370000000000006e-02	1.088510000000000033e-01	-1.844530000000000058e-01	3.656989999999999828e-04	2.907509999999999869e-03	-9.083989999999999470e-04
3.067790000000000100e-02	1.113800000000000068e-01	-1.896239999999999870e-01	-7.291199999999999580e-05	2.885099999999999817e-03	-6.842699999999999521e-04
3.689920000000000005e-02	2.675649999999999903e-02	-2.052960000000000063e-01	1.158959999999999895e-03	3.067910000000000081e-03	-1.020960000000000010e-03
2.048039999999999930e-02	9.444379999999999442e-02	-2.052579999999999960e-01	4.590600000000000127e-04	3.021119999999999969e-03	-8.012139999999999627e-04
6.519310000000000382e-03	7.708379999999999399e-02	-2.052599999999999980e-01	5.739280000000000249e-04	2.920240000000000162e-03	-9.308209999999999705e-04
2.559209999999999957e-02	5.100090000000000179e-02	-2.052839999999999943e-01	1.261579999999999993e-03	3.134829999999999908e-03	-9.422610000000000100e-04
2.557339999999999960e-02	1.353449999999999931e-01	-1.616009999999999946e-01	-8.164349999999999852e-05	2.932430000000000193e-03	-8.012139999999999627e-04
2.559229999999999838e-02	4.781069999999999764e-02	-2.129240000000000022e-01	1.562849999999999960e-03	3.150979999999999840e-03	-8.012139999999999627e-04
2.559260000000000007e-02	8.136870000000000214e-02	-2.129040000000000099e-01	1.095300000000000006e-03	3.133669999999999858e-03	-8.012139999999999627e-04
2.558610000000000051e-02	1.086030000000000051e-01	-1.993540000000000034e-01	7.371710000000000068e-04	2.919960000000000090e-03	-4.136359999999999950e-04
2.561880000000000060e-02	3.439319999999999877e-02	-2.170590000000000019e-01	1.910400000000000032e-03	3.139229999999999798e-03	-8.489020000000000116e-04
7.345110000000000181e-03	9.280739999999999823e-02	-2.161009999999999875e-01	1.194359999999999996e-03	3.116470000000000091e-03	-8.698220000000000214e-04
1.016929999999999917e-02	9.294660000000000422e-02	-2.027069999999999983e-01	6.633989999999999549e-04	2.968699999999999898e-03	-5.130329999999999786e-04
1.441279999999999992e-02	4.327240000000000253e-02	-2.188160000000000105e-01	1.771259999999999979e-03	3.092000000000000130e-03	-1.014719999999999988e-03
1.383800000000000134e-04	1.117130000000000067e-01	-1.966499999999999915e-01	3.745940000000000120e-04	2.716979999999999916e-03	-8.853310000000000519e-04
-7.843829999999999553e-03	4.796969999999999706e-02	-2.297389999999999988e-01	1.310189999999999922e-03	3.059440000000000076e-03	-1.174120000000000068e-03
-1.744360000000000008e-02	9.456109999999999516e-02	-1.890219999999999956e-01	5.105630000000000107e-04	2.669519999999999879e-03	-8.853310000000000519e-04
-7.495080000000000318e-03	4.776430000000000259e-02	-2.337329999999999963e-01	1.077719999999999893e-03	3.090739999999999807e-03	-1.292799999999999982e-03
-2.034800000000000150e-02	1.002500000000000058e-01	-2.093099999999999961e-01	3.431449999999999952e-04	2.745159999999999961e-03	-1.295879999999999905e-03
-1.740629999999999955e-02	7.311320000000000319e-02	-2.237169999999999992e-01	5.046480000000000106e-04	2.870580000000000180e-03	-1.233350000000000028e-03
-1.731730000000000075e-02	2.852369999999999906e-02	-2.336999999999999911e-01	1.141859999999999967e-03	3.162990000000000072e-03	-1.485240000000000084e-03
-1.738500000000000115e-02	1.176520000000000066e-01	-2.336540000000000006e-01	-6.813060000000000123e-05	2.932160000000000061e-03	-1.322430000000000090e-03
2.577320000000000132e-03	8.142340000000000688e-02	-2.500149999999999872e-01	2.693360000000000112e-04	3.285310000000000053e-03	-9.816379999999999550e-04
1.026409999999999996e-02	4.713570000000000260e-02	-2.141669999999999963e-01	1.816640000000000008e-03	3.171789999999999853e-03	-9.455950000000000293e-04
8.036669999999999231e-03	7.685970000000000302e-02	-1.891629999999999978e-01	1.531199999999999922e-03	3.070149999999999789e-03	-8.923149999999999702e-04
-1.112549999999999911e-03	8.289729999999999321e-02	-2.122189999999999910e-01	1.366690000000000049e-03	2.915850000000000213e-03	-9.455950000000000293e-04
4.673209999999999691e-03	6.888389999999999791e-02	-2.116240000000000065e-01	1.926229999999999913e-03	3.188879999999999840e-03	-9.455950000000000293e-04
-1.395360000000000003e-03	1.279790000000000094e-01	-1.890880000000000061e-01	1.043290000000000103e-03	2.977899999999999905e-03	-6.410129999999999561e-04
-6.946690000000000156e-03	3.211470000000000297e-02	-2.135279999999999956e-01	1.912969999999999948e-03	3.109890000000000137e-03	-9.192029999999999472e-04
-6.824099999999999611e-03	6.906710000000000627e-02	-2.135080000000000033e-01	1.793619999999999893e-03	3.593310000000000167e-03	-9.252519999999999972e-04
-4.944010000000000418e-03	1.144089999999999968e-01	-1.847399999999999876e-01	1.173559999999999924e-03	2.879329999999999824e-03	-7.759779999999999759e-04
1.178720000000000072e-03	3.499150000000000177e-02	-2.193180000000000129e-01	2.648249999999999996e-03	3.138070000000000182e-03	-8.852590000000000025e-04
-2.544750000000000137e-03	4.117780000000000051e-02	-2.134649999999999881e-01	2.232070000000000061e-03	3.426769999999999990e-03	-9.298130000000000370e-04
-1.945229999999999876e-02	1.266380000000000006e-01	-1.891059999999999963e-01	9.971730000000000697e-04	2.559270000000000208e-03	-1.057049999999999917e-03
-1.118880000000000048e-02	4.353979999999999656e-02	-2.337780000000000136e-01	2.008629999999999964e-03	2.899740000000000043e-03	-1.063420000000000034e-03
-6.921039999999999831e-03	7.378800000000000636e-02	-2.153700000000000059e-01	2.342750000000000214e-03	3.073540000000000039e-03	-1.030120000000000037e-03
-7.075660000000000109e-03	1.285969999999999891e-01	-1.941199999999999870e-01	1.083399999999999988e-03	2.327140000000000111e-03	-8.724619999999999554e-04
-1.254319999999999914e-02	4.195759999999999768e-02	-2.331499999999999961e-01	2.138680000000000008e-03	3.082580000000000129e-03	-8.724619999999999554e-04
-6.880820000000000165e-03	5.761619999999999936e-02	-2.431589999999999863e-01	2.431309999999999895e-03	3.229099999999999939e-03	-1.067440000000000012e-03
-1.625120000000000037e-02	1.093090000000000034e-01	-2.066800000000000026e-01	1.206969999999999918e-03	2.584649999999999968e-03	-8.724619999999999554e-04
-6.939250000000000106e-03	4.549999999999999878e-02	-2.551849999999999952e-01	2.433419999999999941e-03	3.010650000000000132e-03	-1.108129999999999922e-03
-4.540579999999999790e-03	4.749620000000000231e-02	-2.551570000000000227e-01	2.692889999999999867e-03	3.527279999999999825e-03	-1.227119999999999947e-03
-6.897129999999999581e-03	1.090010000000000007e-01	-2.220860000000000056e-01	1.349439999999999928e-03	2.988610000000000051e-03	-8.724619999999999554e-04
5.855250000000000211e-03	4.120870000000000088e-02	-2.551490000000000147e-01	2.417470000000000122e-03	3.400320000000000079e-03	-1.020250000000000106e-03
-6.755419999999999828e-03	4.596890000000000004e-02	-2.551490000000000147e-01	2.417470000000000122e-03	3.673309999999999943e-03	-1.139519999999999986e-03
-6.941100000000000395e-03	1.164929999999999993e-01	-2.192900000000000127e-01	1.160430000000000055e-03	2.946770000000000032e-03	-1.114540000000000019e-03
-6.905080000000000072e-03	5.313570000000000099e-02	-2.627659999999999996e-01	2.456690000000000089e-03	3.194559999999999934e-03	-1.154190000000000034e-03
-6.748099999999999932e-03	4.800009999999999694e-02	-2.713929999999999954e-01	2.695789999999999992e-03	3.673309999999999943e-03	-1.275780000000000013e-03
-6.944089999999999985e-03	1.165759999999999991e-01	-2.346729999999999927e-01	1.228490000000000051e-03	2.948510000000000107e-03	-8.724610000000000481e-04
-1.372630000000000031e-02	3.863609999999999961e-02	-2.626870000000000038e-01	2.469900000000000134e-03	3.222809999999999998e-03	-1.308829999999999976e-03
-5.750589999999999868e-03	5.954170000000000296e-02	-2.692530000000000201e-01	3.290819999999999856e-03	3.673309999999999943e-03	-1.064840000000000057e-03
-1.014220000000000052e-02	1.387869999999999937e-01	-2.353439999999999976e-01	2.007140000000000139e-03	2.941720000000000099e-03	-8.724610000000000481e-04
-1.926630000000000009e-02	4.926599999999999729e-02	-2.831409999999999760e-01	3.204180000000000049e-03	3.231729999999999933e-03	-8.724610000000000481e-04
-1.841469999999999912e-02	6.038480000000000236e-02	-2.831520000000000148e-01	3.261229999999999945e-03	3.673309999999999943e-03	-1.125120000000000070e-03
-2.236909999999999940e-02	1.248930000000000040e-01	-2.336880000000000068e-01	2.046210000000000129e-03	3.110079999999999876e-03	-8.724610000000000481e-04
-1.335680000000000027e-02	7.543880000000000030e-02	-2.560290000000000066e-01	2.699280000000000082e-03	3.255679999999999946e-03	-8.724610000000000481e-04
-5.741839999999999791e-03	2.935159999999999852e-02	-2.637689999999999757e-01	3.703099999999999968e-03	3.495690000000000082e-03	-1.008849999999999938e-03
-2.197239999999999957e-02	1.116329999999999961e-01	-2.245920000000000138e-01	1.955960000000000077e-03	3.063999999999999883e-03	-7.129750000000000237e-04
-9.566579999999999875e-03	5.235159999999999814e-02	-2.751730000000000009e-01	3.195379999999999835e-03	3.673309999999999943e-03	-9.553679999999999508e-04
1.324929999999999988e-03	6.431270000000000042e-02	-2.728909999999999947e-01	3.444839999999999795e-03	3.558640000000000067e-03	-9.748410000000000538e-04
3.145259999999999983e-03	1.221899999999999931e-01	-2.255409999999999915e-01	2.342649999999999941e-03	3.122660000000000192e-03	-6.725229999999999576e-04
3.248050000000000156e-03	6.146889999999999993e-02	-2.807600000000000096e-01	3.739189999999999875e-03	3.673309999999999943e-03	-8.967489999999999619e-04
3.240330000000000033e-03	7.444919999999999316e-02	-2.698720000000000008e-01	3.430040000000000085e-03	3.673309999999999943e-03	-9.450479999999999818e-04
3.110180000000000149e-03	1.210360000000000047e-01	-2.428659999999999985e-01	1.995830000000000087e-03	2.884850000000000001e-03	-6.725220000000000503e-04
1.644170000000000006e-02	2.161170000000000105e-02	-2.758660000000000001e-01	2.869549999999999792e-03	3.396339999999999863e-03	-6.725229999999999576e-04
2.162450000000000136e-02	6.450500000000000678e-02	-2.758800000000000141e-01	3.078930000000000122e-03	3.673309999999999943e-03	-6.725220000000000503e-04
7.755859999999999838e-03	1.253060000000000007e-01	-2.346560000000000035e-01	1.791849999999999997e-03	3.066109999999999929e-03	-6.725220000000000503e-04
1.585189999999999863e-02	3.134300000000000280e-02	-2.782529999999999726e-01	3.043039999999999894e-03	3.673309999999999943e-03	-8.286450000000000326e-04
2.507380000000000025e-02	5.553890000000000216e-02	-2.782479999999999953e-01	2.972670000000000173e-03	3.916310000000000104e-03	-8.169170000000000121e-04
2.985949999999999802e-03	1.181070000000000036e-01	-2.333069999999999866e-01	1.540469999999999947e-03	3.375389999999999814e-03	-6.725229999999999576e-04
