dvars
2.404014799999999852e+01
2.567454000000000036e+01
2.649941600000000008e+01
2.461121199999999831e+01
2.459825700000000026e+01
2.400864599999999882e+01
2.502641099999999952e+01
2.584368100000000013e+01
2.516791299999999865e+01
2.746720699999999837e+01
2.565189200000000014e+01
2.513954499999999825e+01
2.449219899999999939e+01
2.595587499999999892e+01
2.623539500000000046e+01
2.713222700000000032e+01
2.349939900000000037e+01
2.658234399999999908e+01
2.609002699999999919e+01
2.476357300000000095e+01
2.448431799999999825e+01
2.629496800000000079e+01
2.411510099999999923e+01
2.399704600000000099e+01
2.507661399999999929e+01
2.272602699999999842e+01
2.511706500000000020e+01
2.438231299999999990e+01
2.600403800000000132e+01
2.315082900000000166e+01
2.616767700000000119e+01
2.586420400000000086e+01
2.347018999999999878e+01
2.468454699999999846e+01
2.392566100000000162e+01
2.404245799999999988e+01
2.502771600000000163e+01
2.413372999999999990e+01
2.324436800000000147e+01
2.408762199999999964e+01
2.407597399999999865e+01
2.209956000000000031e+01
2.411118700000000104e+01
2.563355999999999923e+01
2.298058699999999988e+01
2.250080499999999972e+01
2.499994699999999881e+01
2.490464199999999906e+01
2.442827000000000126e+01
2.326012599999999964e+01
2.668449400000000082e+01
2.410160399999999825e+01
2.117193200000000175e+01
2.281907100000000099e+01
2.524865199999999987e+01
2.604221499999999878e+01
2.288630900000000068e+01
2.341348500000000143e+01
2.378105899999999906e+01
2.280104599999999948e+01
2.374084999999999823e+01
2.509551799999999844e+01
2.377633300000000105e+01
2.261311699999999902e+01
2.182520299999999835e+01
2.411525699999999972e+01
2.402725600000000128e+01
2.348123700000000014e+01
2.415930900000000037e+01
2.468456499999999920e+01
2.317123000000000133e+01
2.260791599999999946e+01
2.491221399999999875e+01
2.474005899999999869e+01
2.422887400000000113e+01
2.330697400000000030e+01
2.539037899999999937e+01
2.542994900000000058e+01
2.301236300000000057e+01
2.272286199999999923e+01
2.553185699999999869e+01
2.497831499999999849e+01
2.387608000000000175e+01
2.308499000000000123e+01
2.453944999999999865e+01
2.402451500000000095e+01
2.271524399999999844e+01
2.263359600000000071e+01
2.376374099999999956e+01
2.230287900000000079e+01
2.394138500000000036e+01
2.877857200000000049e+01
2.548830200000000090e+01
2.731100800000000106e+01
2.784518600000000177e+01
2.586510099999999923e+01
2.589899600000000035e+01
2.691295200000000065e+01
2.524326900000000151e+01
2.330483200000000110e+01
2.464383499999999927e+01
2.574145700000000048e+01
2.326026900000000097e+01
2.445602399999999932e+01
2.609188800000000086e+01
2.336742200000000125e+01
2.416769000000000034e+01
2.501254799999999889e+01
2.289212399999999903e+01
2.489034699999999845e+01
2.501861999999999853e+01
2.224538400000000138e+01
2.387825399999999831e+01
2.616132199999999841e+01
2.299245600000000067e+01
2.445101400000000069e+01
2.533665799999999990e+01
2.244075000000000131e+01
2.432165900000000036e+01
2.523994100000000174e+01
2.347467999999999932e+01
2.571037099999999853e+01
2.447704500000000039e+01
2.162360999999999933e+01
2.424297699999999978e+01
2.456380300000000005e+01
2.438140699999999939e+01
2.485019300000000086e+01
2.634828200000000109e+01
2.308734300000000061e+01
2.392139799999999994e+01
2.438368600000000086e+01
2.190569100000000091e+01
2.487027399999999844e+01
2.616558500000000009e+01
2.415015199999999851e+01
2.453245400000000132e+01
2.443937100000000129e+01
2.190016699999999972e+01
2.430033699999999897e+01
2.597912799999999933e+01
2.231191300000000055e+01
2.359347199999999845e+01
2.330239100000000008e+01
2.103273000000000081e+01
2.371706000000000003e+01
2.420394900000000149e+01
2.175668699999999944e+01
2.347793400000000119e+01
2.453002899999999897e+01
2.152948800000000062e+01
2.378114899999999921e+01
2.414359100000000069e+01
2.175246399999999980e+01
2.445595399999999842e+01
2.449539000000000044e+01
2.222860899999999873e+01
2.365721699999999927e+01
2.236436700000000144e+01
2.218206400000000045e+01
2.384715999999999880e+01
2.445006800000000169e+01
2.300586300000000151e+01
2.311860700000000080e+01
2.412493900000000124e+01
2.334975400000000079e+01
2.379028100000000023e+01
2.377602600000000166e+01
2.116296600000000083e+01
2.149916299999999936e+01
2.351223900000000100e+01
2.732296399999999892e+01
2.655544700000000091e+01
2.410065499999999972e+01
2.213883399999999924e+01
2.454338500000000067e+01
2.524256300000000053e+01
2.653443299999999994e+01
2.599084500000000020e+01
2.518816400000000044e+01
2.635908699999999882e+01
2.699892600000000087e+01
2.311015099999999833e+01
2.572591999999999857e+01
2.777262100000000089e+01
2.491962200000000038e+01
2.418098300000000123e+01
2.438138000000000005e+01
2.104421999999999926e+01
