dvars
2.327190399999999926e+01
2.588767199999999846e+01
2.599389599999999945e+01
2.500030299999999883e+01
2.386207399999999978e+01
2.467517899999999997e+01
2.732062700000000177e+01
2.696709299999999843e+01
2.747538799999999881e+01
2.763507699999999900e+01
2.684482399999999913e+01
2.404199799999999954e+01
2.467158500000000032e+01
2.243359600000000142e+01
2.232809299999999908e+01
2.314611800000000130e+01
2.333806200000000075e+01
2.327796599999999927e+01
2.526648700000000147e+01
2.464124899999999840e+01
2.470767400000000080e+01
2.328422399999999826e+01
2.372862999999999900e+01
2.407819200000000137e+01
2.294779799999999881e+01
2.305875999999999948e+01
2.215099100000000121e+01
2.215966799999999992e+01
2.259065400000000068e+01
2.149494400000000027e+01
2.216954399999999836e+01
2.322896799999999828e+01
2.425219200000000086e+01
2.493298000000000059e+01
2.516477599999999981e+01
2.617260599999999826e+01
2.503823999999999828e+01
2.483136400000000066e+01
2.344139499999999998e+01
2.305932400000000015e+01
2.555618499999999926e+01
2.576684799999999953e+01
2.797329300000000174e+01
2.478792599999999879e+01
2.342054200000000108e+01
2.383476999999999890e+01
2.456804800000000100e+01
2.277778599999999898e+01
2.479669399999999868e+01
2.594570900000000080e+01
2.340817300000000145e+01
2.302468299999999957e+01
2.328001799999999832e+01
2.404060700000000139e+01
2.354160900000000112e+01
2.848225599999999957e+01
2.592241500000000087e+01
2.344479000000000113e+01
2.244187000000000154e+01
2.459442299999999904e+01
2.384303999999999846e+01
2.479863900000000143e+01
2.506772000000000133e+01
2.829423299999999841e+01
2.560545700000000124e+01
2.688125199999999992e+01
2.786138000000000048e+01
2.559302299999999875e+01
2.531817399999999907e+01
2.630931500000000156e+01
2.532061200000000056e+01
2.733822100000000077e+01
2.726859999999999928e+01
2.506041099999999844e+01
2.519417800000000085e+01
2.418055000000000021e+01
2.286830700000000149e+01
2.466147199999999984e+01
2.543986900000000162e+01
2.379364800000000102e+01
2.677955599999999947e+01
2.761745300000000114e+01
2.392284400000000133e+01
2.734478999999999971e+01
2.858414600000000050e+01
2.364114999999999966e+01
2.553179899999999947e+01
2.756773899999999955e+01
2.451390599999999864e+01
2.585192100000000082e+01
2.631436499999999867e+01
2.386763600000000096e+01
2.578373699999999857e+01
2.669283100000000175e+01
2.300111800000000173e+01
2.385046000000000177e+01
2.735402300000000153e+01
2.583985300000000151e+01
2.802309599999999890e+01
2.803374499999999969e+01
2.448080399999999912e+01
2.623540699999999859e+01
2.743608499999999850e+01
2.310873799999999889e+01
2.589576900000000137e+01
2.670191799999999915e+01
2.345938100000000048e+01
2.667442899999999995e+01
2.740436599999999956e+01
2.330882499999999879e+01
2.446313500000000118e+01
2.629347200000000129e+01
2.395765300000000053e+01
2.310585599999999928e+01
2.652562899999999857e+01
2.329899999999999949e+01
2.365335299999999918e+01
2.460245899999999963e+01
2.467628099999999947e+01
2.436232899999999901e+01
2.841844599999999943e+01
2.659845699999999979e+01
2.438627400000000023e+01
2.317458500000000043e+01
2.356669399999999825e+01
2.386118300000000048e+01
2.577252999999999972e+01
2.351040300000000016e+01
2.808918800000000005e+01
2.844428800000000024e+01
2.399886300000000006e+01
2.611667399999999972e+01
2.841530799999999957e+01
2.582865500000000125e+01
2.753146900000000130e+01
2.778285400000000038e+01
2.369198000000000093e+01
2.599650400000000161e+01
2.721152100000000118e+01
2.263949600000000117e+01
2.589407500000000084e+01
2.752328500000000133e+01
2.625293399999999977e+01
2.711957599999999857e+01
2.671775399999999934e+01
2.543921900000000136e+01
2.454040699999999831e+01
2.436048699999999911e+01
2.323883100000000113e+01
2.549067300000000103e+01
2.496812600000000160e+01
2.339891099999999824e+01
2.637673200000000051e+01
2.602662300000000073e+01
2.399469200000000058e+01
2.577043300000000059e+01
2.625510999999999839e+01
2.425389699999999849e+01
2.723474500000000020e+01
2.744912899999999922e+01
2.407059900000000141e+01
2.766455300000000150e+01
2.904616899999999902e+01
2.484836999999999918e+01
2.825504300000000057e+01
2.926183299999999932e+01
2.607558999999999827e+01
2.620283900000000088e+01
2.583258100000000113e+01
2.247063800000000100e+01
2.624600200000000072e+01
2.547662499999999852e+01
2.495322600000000079e+01
2.464358500000000163e+01
2.635873799999999889e+01
2.498017499999999913e+01
2.747012300000000096e+01
2.656880999999999915e+01
2.359789500000000118e+01
2.566939700000000002e+01
2.546931599999999918e+01
2.546990800000000021e+01
2.565391199999999827e+01
2.723953399999999903e+01
2.510297200000000117e+01
2.432795099999999877e+01
2.445105399999999918e+01
2.475932900000000103e+01
2.429991700000000066e+01
2.455552099999999882e+01
2.288113399999999942e+01
2.396157099999999929e+01
2.378586800000000068e+01
2.346984700000000146e+01
2.289448700000000159e+01
2.447108800000000173e+01
2.366480400000000017e+01
2.241508299999999920e+01
2.454074500000000114e+01
2.517233299999999829e+01
2.331193700000000035e+01
2.525076699999999974e+01
2.310398899999999855e+01
2.351706499999999878e+01
2.336213300000000004e+01
2.301870900000000120e+01
2.391180800000000062e+01
2.589108099999999979e+01
2.418751299999999915e+01
2.254634499999999875e+01
2.207625799999999927e+01
2.553756100000000018e+01
2.631634299999999982e+01
2.306055100000000024e+01
2.665015999999999963e+01
2.824004899999999907e+01
2.472953599999999952e+01
2.658348499999999959e+01
2.655709600000000137e+01
2.416390000000000171e+01
2.605081900000000061e+01
2.643490200000000101e+01
2.341355899999999934e+01
2.492822299999999913e+01
2.571333100000000016e+01
2.257490699999999961e+01
2.384723999999999933e+01
2.464963499999999996e+01
2.336618199999999845e+01
2.344808000000000092e+01
