std_dvars
1.093720999999999943e+00
1.216655000000000042e+00
1.221648000000000067e+00
1.174951000000000079e+00
1.121456999999999926e+00
1.159670999999999896e+00
1.284000999999999948e+00
1.267384999999999984e+00
1.291274000000000033e+00
1.298778999999999906e+00
1.261638999999999955e+00
1.129912999999999945e+00
1.159502000000000033e+00
1.054322999999999899e+00
1.049363999999999963e+00
1.087809000000000026e+00
1.096829999999999972e+00
1.094006000000000034e+00
1.187461000000000100e+00
1.158077000000000023e+00
1.161197999999999952e+00
1.094300000000000050e+00
1.115186000000000011e+00
1.131613999999999898e+00
1.078489000000000031e+00
1.083704000000000001e+00
1.041041000000000105e+00
1.041449000000000069e+00
1.061703999999999981e+00
1.010207999999999995e+00
1.041913000000000089e+00
1.091703000000000090e+00
1.139791999999999916e+00
1.171786999999999912e+00
1.182681000000000093e+00
1.230046999999999890e+00
1.176733999999999947e+00
1.167011999999999938e+00
1.101687000000000083e+00
1.083730000000000082e+00
1.201076000000000032e+00
1.210976999999999970e+00
1.314673999999999898e+00
1.164970000000000061e+00
1.100707000000000102e+00
1.120174000000000003e+00
1.154636999999999913e+00
1.070499000000000089e+00
1.165381999999999918e+00
1.219383000000000106e+00
1.100125000000000020e+00
1.082101999999999897e+00
1.094101999999999908e+00
1.129847999999999963e+00
1.106395999999999935e+00
1.338594000000000062e+00
1.218288000000000038e+00
1.101846000000000103e+00
1.054710999999999954e+00
1.155875999999999904e+00
1.120562999999999976e+00
1.165473999999999899e+00
1.178120000000000056e+00
1.329757999999999996e+00
1.203392000000000017e+00
1.263350999999999891e+00
1.309414999999999996e+00
1.202808000000000099e+00
1.189891000000000032e+00
1.236472000000000016e+00
1.190004999999999979e+00
1.284828000000000081e+00
1.281555999999999917e+00
1.177775999999999934e+00
1.184063000000000088e+00
1.136425000000000018e+00
1.074753000000000069e+00
1.159027000000000029e+00
1.195610000000000062e+00
1.118241999999999958e+00
1.258572000000000024e+00
1.297951000000000077e+00
1.124312999999999896e+00
1.285136000000000056e+00
1.343382999999999994e+00
1.111075000000000035e+00
1.199929999999999941e+00
1.295614000000000043e+00
1.152091999999999894e+00
1.214974999999999916e+00
1.236709000000000058e+00
1.121718999999999911e+00
1.211770999999999932e+00
1.254496000000000056e+00
1.080994999999999928e+00
1.120911999999999908e+00
1.285570000000000102e+00
1.214407999999999932e+00
1.317015000000000047e+00
1.317514999999999992e+00
1.150536000000000003e+00
1.232998000000000038e+00
1.289427000000000101e+00
1.086052999999999935e+00
1.217036000000000007e+00
1.254923000000000011e+00
1.102532000000000068e+00
1.253630999999999940e+00
1.287935999999999970e+00
1.095455999999999985e+00
1.149705999999999895e+00
1.235727000000000020e+00
1.125949000000000089e+00
1.085917000000000021e+00
1.246637999999999913e+00
1.094994000000000023e+00
1.111647999999999969e+00
1.156253999999999893e+00
1.159723000000000059e+00
1.144967999999999986e+00
1.335595000000000088e+00
