std_dvars
1.250061000000000089e+00
1.146093000000000028e+00
1.089147000000000087e+00
1.107574999999999976e+00
1.121415999999999968e+00
1.211243999999999987e+00
1.104929999999999968e+00
1.320121000000000100e+00
1.336810000000000054e+00
1.127885999999999944e+00
1.227417999999999898e+00
1.335447999999999968e+00
1.213881999999999906e+00
1.293909999999999894e+00
1.305724000000000107e+00
1.113464000000000009e+00
1.221770000000000023e+00
1.278872999999999927e+00
1.063998999999999917e+00
1.216955999999999927e+00
1.293525000000000036e+00
1.233821999999999974e+00
1.274551999999999907e+00
1.255667000000000089e+00
1.195578999999999947e+00
1.153337000000000057e+00
1.144881999999999955e+00
1.092167000000000110e+00
1.197996999999999979e+00
1.173438999999999899e+00
1.099690000000000056e+00
1.239640000000000075e+00
1.223186000000000107e+00
1.127690000000000081e+00
1.211146000000000056e+00
1.233924000000000021e+00
1.139871999999999996e+00
1.279964000000000102e+00
1.290040000000000076e+00
1.131258000000000097e+00
1.300164000000000097e+00
1.365097000000000005e+00
1.167810999999999932e+00
1.327916000000000096e+00
1.375232999999999928e+00
1.225486999999999993e+00
1.231467000000000089e+00
1.214066000000000090e+00
1.056062999999999974e+00
1.233495999999999926e+00
1.197337000000000096e+00
1.172738999999999976e+00
1.158187000000000078e+00
1.238793999999999951e+00
1.174004999999999965e+00
1.291026999999999925e+00
1.248666999999999971e+00
1.109042000000000083e+00
1.206396999999999942e+00
1.196993999999999891e+00
1.197022000000000030e+00
1.205669000000000102e+00
1.280189999999999939e+00
1.179777000000000076e+00
1.143353000000000064e+00
1.149137999999999993e+00
1.163626000000000049e+00
1.142034999999999911e+00
1.154047999999999963e+00
1.075355999999999979e+00
1.126133999999999968e+00
1.117876000000000092e+00
1.103024000000000004e+00
1.075982999999999912e+00
1.150079999999999991e+00
1.112185999999999897e+00
1.053452000000000055e+00
1.153353000000000073e+00
1.183035999999999976e+00
1.095601999999999965e+00
1.186722999999999972e+00
1.085828999999999933e+00
1.105242999999999975e+00
1.097960999999999965e+00
1.081820999999999922e+00
1.123795000000000099e+00
1.216815999999999898e+00
1.136751999999999985e+00
1.059620999999999924e+00
1.037528999999999924e+00
1.200201000000000073e+00
1.236801999999999957e+00
1.083787999999999974e+00
1.252491000000000021e+00
1.327210999999999919e+00
1.162225999999999981e+00
1.249357000000000051e+00
1.248116999999999921e+00
1.135642999999999958e+00
1.224323000000000050e+00
1.242374000000000089e+00
1.100378000000000078e+00
1.171564000000000050e+00
1.208461999999999925e+00
1.060964000000000018e+00
1.120759999999999978e+00
1.158471000000000029e+00
1.098152000000000017e+00
1.102001000000000008e+00
1.129825999999999997e+00
1.206639000000000017e+00
1.245406000000000013e+00
1.156665000000000054e+00
1.156055999999999973e+00
1.128346000000000071e+00
1.176177999999999946e+00
1.214588000000000001e+00
1.182828999999999908e+00
1.290890000000000093e+00
1.205573999999999923e+00
1.181494999999999962e+00
1.151072000000000095e+00
1.219861000000000084e+00
1.232998000000000038e+00
1.275145999999999891e+00
1.104413000000000089e+00
1.249303000000000052e+00
1.226166000000000089e+00
1.163826000000000027e+00
1.150700999999999974e+00
1.235797000000000034e+00
1.133348999999999940e+00
1.127801000000000053e+00
1.178538000000000086e+00
1.068065999999999960e+00
1.180439000000000016e+00
1.145907000000000009e+00
1.222123999999999988e+00
1.088030999999999970e+00
1.229815000000000103e+00
1.215553000000000106e+00
1.103040000000000020e+00
1.160112000000000032e+00
1.124446000000000057e+00
1.129934999999999912e+00
1.176239999999999952e+00
1.134225000000000039e+00
1.092427000000000037e+00
1.132058000000000009e+00
1.131510000000000016e+00
1.038623999999999992e+00
1.133164999999999978e+00
1.204712999999999923e+00
1.080030000000000046e+00
1.057480999999999893e+00
1.174935000000000063e+00
1.170455999999999941e+00
1.148066999999999949e+00
1.093167000000000000e+00
1.254104000000000108e+00
1.132714999999999916e+00
9.950280000000000236e-01
1.072438999999999920e+00
1.186622999999999983e+00
1.223918999999999979e+00
1.075598999999999972e+00
1.100375000000000103e+00
1.117650000000000032e+00
1.071592000000000100e+00
1.115760000000000085e+00
1.179426000000000085e+00
1.117428000000000088e+00
1.062759999999999927e+00
1.025730000000000031e+00
1.133356000000000030e+00
1.129221000000000030e+00
1.103558999999999957e+00
1.135426999999999964e+00
1.160112000000000032e+00
1.088988999999999985e+00
1.062515000000000098e+00
1.170811000000000046e+00
1.162720999999999894e+00
1.138695999999999930e+00
1.095369000000000037e+00
1.193284000000000011e+00
1.195143999999999984e+00
1.081523000000000012e+00
1.067917000000000005e+00
1.199932999999999916e+00
1.173918000000000017e+00
1.122115999999999891e+00
1.084935999999999900e+00
1.153291999999999984e+00
1.129091999999999985e+00
1.067558999999999925e+00
1.063722000000000056e+00
1.116835999999999940e+00
1.048178999999999972e+00
1.125185000000000102e+00
1.352519999999999945e+00
1.197886000000000006e+00
1.283549000000000051e+00
1.308653999999999984e+00
1.215594999999999981e+00
1.217187999999999937e+00
1.264841000000000104e+00
1.186369999999999925e+00
1.095267999999999908e+00
1.158198000000000061e+00
1.209783999999999970e+00
1.093174000000000090e+00
1.149372000000000060e+00
1.226253000000000037e+00
1.098209999999999908e+00
1.135820999999999970e+00
1.175526999999999989e+00
1.075871999999999939e+00
1.169783999999999935e+00
1.175812000000000079e+00
1.045476999999999990e+00
1.122217999999999938e+00
1.229516000000000053e+00
1.080588000000000104e+00
1.149135999999999935e+00
1.190758999999999901e+00
1.054659000000000013e+00
1.143056999999999990e+00
1.186214000000000102e+00
1.103250999999999982e+00
1.208323000000000036e+00
1.150360000000000049e+00
1.016254999999999908e+00
1.139359000000000011e+00
1.154436999999999935e+00
1.145864999999999911e+00
1.167896999999999963e+00
1.238302999999999932e+00
1.085047000000000095e+00
1.124246000000000079e+00
1.145971999999999991e+00
1.029511999999999983e+00
1.168840000000000101e+00
1.229716999999999949e+00
1.134995999999999894e+00
1.152964000000000100e+00
1.148589000000000082e+00
1.029252999999999973e+00
1.142055000000000042e+00
1.220954000000000095e+00
1.048604000000000092e+00
1.108834000000000097e+00
1.095153999999999961e+00
9.884849999999999470e-01
1.114641999999999911e+00
1.137524999999999897e+00
1.022510000000000030e+00
1.103404000000000051e+00
1.152849999999999930e+00
1.011832000000000065e+00
1.117653999999999925e+00
1.134687999999999919e+00
1.022310999999999970e+00
1.149367999999999945e+00
1.151221999999999968e+00
1.044688999999999979e+00
1.111830000000000096e+00
1.051069000000000031e+00
1.042500999999999900e+00
1.120757000000000003e+00
1.149092000000000002e+00
1.081218000000000012e+00
1.086516000000000037e+00
1.133810999999999902e+00
1.097380000000000022e+00
1.118082999999999938e+00
1.117412999999999990e+00
9.946059999999999901e-01
1.010407000000000055e+00
1.105015999999999998e+00
1.284111000000000002e+00
1.248038999999999898e+00
1.132670000000000066e+00
1.040470000000000006e+00
1.153477000000000086e+00
1.186336999999999975e+00
1.247052000000000049e+00
1.221503999999999923e+00
1.183780000000000054e+00
1.238811000000000107e+00
1.268882000000000065e+00
1.086119000000000057e+00
1.209054000000000073e+00
1.305242999999999931e+00
1.171159999999999979e+00
1.136444999999999927e+00
1.145863999999999994e+00
9.890250000000000430e-01
