rmsd
2.203389999999999863e-02
9.430070000000000119e-02
1.011330000000000007e-01
3.070499999999999965e-02
8.479829999999999313e-02
1.022669999999999968e-01
4.939459999999999684e-02
6.042399999999999854e-02
9.613420000000000298e-02
1.412030000000000056e-02
8.909530000000000227e-02
9.373679999999999513e-02
2.976420000000000107e-02
5.476910000000000112e-02
8.761810000000000431e-02
4.448760000000000214e-02
6.875689999999999580e-02
1.175439999999999957e-01
8.550420000000000242e-02
3.294620000000000187e-02
5.813569999999999849e-02
1.352749999999999959e-02
1.245050000000000046e-01
1.220129999999999965e-01
2.400899999999999909e-02
1.221229999999999954e-01
1.118809999999999943e-01
1.257130000000000053e-02
1.041500000000000065e-01
1.094109999999999944e-01
1.983209999999999834e-02
1.122670000000000057e-01
1.290749999999999953e-01
3.483889999999999904e-02
8.463210000000000177e-02
1.200989999999999974e-01
1.528410000000000012e-02
8.710199999999999887e-02
9.415779999999999983e-02
1.385789999999999939e-02
1.007480000000000042e-01
1.142809999999999937e-01
6.545510000000000217e-02
4.741200000000000275e-02
9.011360000000000203e-02
1.785729999999999956e-02
9.211930000000000118e-02
1.024540000000000034e-01
4.140640000000000293e-02
7.221869999999999679e-02
1.029869999999999952e-01
4.448959999999999720e-02
9.188979999999999371e-02
1.105290000000000022e-01
2.960549999999999987e-02
9.551809999999999468e-02
9.537790000000000157e-02
3.821739999999999859e-02
8.929320000000000312e-02
1.016050000000000009e-01
3.041169999999999984e-02
1.103070000000000023e-01
1.106300000000000061e-01
1.667949999999999988e-02
1.023020000000000040e-01
1.117080000000000017e-01
2.273580000000000045e-02
1.084770000000000040e-01
6.946979999999999822e-02
3.269020000000000259e-02
1.188680000000000014e-01
1.173229999999999967e-01
2.858890000000000042e-02
9.142229999999999801e-02
9.948640000000000261e-02
3.037849999999999925e-02
9.518189999999999984e-02
1.025500000000000023e-01
1.549629999999999931e-02
8.632059999999999733e-02
9.987060000000000382e-02
1.858349999999999932e-02
8.823330000000000062e-02
1.072400000000000020e-01
3.571270000000000000e-02
1.076550000000000007e-01
8.451169999999999516e-02
3.527170000000000305e-02
9.700150000000000439e-02
1.199270000000000058e-01
6.693759999999999988e-02
4.964269999999999794e-02
1.118100000000000066e-01
7.190929999999999545e-02
4.152270000000000266e-02
8.914300000000000002e-02
6.296079999999999732e-02
7.074650000000000383e-02
8.831999999999999573e-02
5.052489999999999759e-02
8.014699999999999602e-02
1.121810000000000029e-01
3.343449999999999894e-02
8.401210000000000622e-02
1.130879999999999941e-01
5.998810000000000253e-02
1.695380000000000151e-02
5.761270000000000280e-02
9.255760000000000376e-02
1.022829999999999989e-01
2.751139999999999836e-02
1.048509999999999998e-01
1.202310000000000045e-01
3.487969999999999959e-02
7.724079999999999835e-02
9.031089999999999951e-02
3.075189999999999868e-02
1.071769999999999945e-01
1.229869999999999991e-01
3.232109999999999844e-02
1.072950000000000015e-01
1.155999999999999944e-01
2.131889999999999827e-02
9.352630000000000665e-02
1.025380000000000041e-01
1.540910000000000023e-02
9.208360000000000156e-02
1.022590000000000027e-01
3.789089999999999819e-02
8.421449999999999769e-02
1.052479999999999943e-01
3.412470000000000087e-02
8.388260000000000161e-02
1.106179999999999941e-01
1.383389999999999967e-02
9.737039999999999584e-02
9.766919999999999769e-02
3.863010000000000055e-02
1.009720000000000062e-01
1.045220000000000038e-01
2.401270000000000140e-02
9.821370000000000100e-02
1.028710000000000041e-01
2.404399999999999940e-02
9.583239999999999814e-02
1.126609999999999973e-01
4.784120000000000039e-02
8.261250000000000537e-02
1.144410000000000011e-01
5.897279999999999883e-02
6.528159999999999519e-02
1.221939999999999971e-01
3.113269999999999926e-02
9.694129999999999414e-02
1.235890000000000044e-01
6.731040000000000634e-02
4.986079999999999679e-02
1.268660000000000065e-01
7.208549999999999680e-02
7.480839999999999712e-02
1.142770000000000036e-01
2.987949999999999981e-02
7.720150000000000623e-02
1.100099999999999967e-01
4.770359999999999878e-02
7.164829999999999810e-02
1.057649999999999979e-01
5.951599999999999946e-02
3.362740000000000173e-02
9.593970000000000276e-02
7.982590000000000519e-02
3.278459999999999708e-02
5.641029999999999656e-02
1.015439999999999954e-01
7.894930000000000003e-02
3.485239999999999866e-02
5.255080000000000168e-02
1.173840000000000022e-01
9.117240000000000066e-02
3.745890000000000331e-02
3.332009999999999833e-02
8.314190000000000469e-02
8.614900000000000335e-02
2.909839999999999996e-02
7.132410000000000139e-02
8.267789999999999861e-02
2.087220000000000047e-02
6.419850000000000556e-02
6.155850000000000211e-02
4.591130000000000211e-02
2.825940000000000049e-02
6.067530000000000145e-02
9.763249999999999706e-02
8.628879999999999884e-02
2.707980000000000109e-02
8.892590000000000217e-02
1.015609999999999985e-01
7.354460000000000164e-02
2.531069999999999848e-02
1.089070000000000038e-01
7.767129999999999868e-02
2.503350000000000020e-02
4.838800000000000046e-02
1.218079999999999996e-01
1.375699999999999978e-01
4.066859999999999919e-02
4.300709999999999950e-02
1.011920000000000042e-01
7.062839999999999396e-02
3.895400000000000251e-02
8.284790000000000210e-02
1.060320000000000012e-01
9.257799999999999363e-02
8.193050000000000332e-02
7.979310000000000569e-02
7.404239999999999433e-02
3.329270000000000146e-02
5.987680000000000086e-02
1.079610000000000014e-01
5.569530000000000314e-02
8.709930000000000450e-02
4.337239999999999845e-02
2.675239999999999910e-02
3.487450000000000272e-02
8.161580000000000223e-02
1.107090000000000019e-01
4.457719999999999738e-02
7.449890000000000678e-02
1.191310000000000008e-01
2.868549999999999919e-02
1.202359999999999957e-01
1.123910000000000048e-01
3.947900000000000020e-02
9.741579999999999684e-02
1.184400000000000036e-01
2.864200000000000079e-02
9.950630000000000586e-02
1.097500000000000003e-01
3.008910000000000057e-02
1.067229999999999984e-01
9.901409999999999378e-02
2.140929999999999916e-02
1.115590000000000054e-01
1.070009999999999989e-01
3.029890000000000014e-02
1.197290000000000021e-01
1.102660000000000029e-01
5.673770000000000202e-02
1.175279999999999936e-01
1.234669999999999934e-01
2.841739999999999891e-02
1.117340000000000000e-01
6.635520000000000307e-02
7.137200000000000488e-02
1.349869999999999959e-01
1.112900000000000000e-01
2.163939999999999961e-02
1.022030000000000022e-01
1.190210000000000018e-01
2.462229999999999974e-02
1.036860000000000004e-01
1.187789999999999957e-01
4.700479999999999936e-02
1.083829999999999932e-01
1.289939999999999976e-01
2.867559999999999901e-02
1.166930000000000051e-01
1.241919999999999968e-01
2.551140000000000005e-02
7.140080000000000038e-02
8.851390000000000646e-02
2.795550000000000118e-02
1.222749999999999948e-01
1.120410000000000017e-01
3.718930000000000152e-02
1.277169999999999972e-01
1.449999999999999900e-01
1.949379999999999863e-02
1.206760000000000055e-01
1.510970000000000091e-01
3.150529999999999997e-02
1.214859999999999968e-01
1.168440000000000034e-01
3.057819999999999983e-02
1.034010000000000068e-01
9.509130000000000360e-02
1.590120000000000075e-02
9.912500000000000477e-02
1.109259999999999968e-01
5.262939999999999979e-02
7.721830000000000360e-02
1.244890000000000024e-01
3.417719999999999786e-02
1.004629999999999967e-01
1.186569999999999986e-01
3.056920000000000123e-02
7.792499999999999427e-02
3.756419999999999898e-02
1.411789999999999989e-01
1.180179999999999979e-01
7.226109999999999478e-02
2.658440000000000109e-02
2.984010000000000135e-02
8.054379999999999873e-02
1.228130000000000055e-01
8.569720000000000115e-02
3.129479999999999762e-02
1.293769999999999920e-01
9.880919999999999981e-02
4.353599999999999831e-02
8.751689999999999470e-02
7.681430000000000202e-02
5.275810000000000222e-02
1.184029999999999944e-01
8.065340000000000009e-02
3.967670000000000224e-02
